#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         573   0.0487856   0.0485889 3.47908e-06
         574   0.0487868   0.0485892 3.49006e-06
         575    0.048788   0.0485896 3.50106e-06
         576   0.0487891   0.0485899 3.51208e-06
         577   0.0487903   0.0485903 3.52313e-06
         578   0.0487915   0.0485906  3.5342e-06
         579   0.0487927    0.048591 3.54529e-06
         580   0.0487939   0.0485913  3.5564e-06
         581   0.0487951   0.0485917 3.56754e-06
         582   0.0487963    0.048592 3.57869e-06
         583   0.0487975   0.0485924 3.58987e-06
         584   0.0487987   0.0485927 3.60108e-06
         585      0.0488   0.0485931  3.6123e-06
         586   0.0488012   0.0485934 3.62355e-06
         587   0.0488024   0.0485938 3.63482e-06
         588   0.0488036   0.0485941 3.64611e-06
         589   0.0488048   0.0485945 3.65743e-06
         590   0.0488061   0.0485949 3.66877e-06
         591   0.0488073   0.0485952 3.68013e-06
         592   0.0488086   0.0485956 3.69152e-06
         593   0.0488098   0.0485959 3.70292e-06
         594   0.0488111   0.0485963 3.71435e-06
         595   0.0488123   0.0485967 3.72581e-06
         596   0.0488136    0.048597 3.73729e-06
         597   0.0488148   0.0485974 3.74879e-06
         598   0.0488161   0.0485978 3.76031e-06
         599   0.0488173   0.0485981 3.77186e-06
         600   0.0488186   0.0485985 3.78343e-06
         601   0.0488199   0.0485989 3.79502e-06
         602   0.0488212   0.0485992 3.80664e-06
         603   0.0488224   0.0485996 3.81828e-06
         604   0.0488237      0.0486 3.82995e-06
         605    0.048825   0.0486004 3.84164e-06
